,eta,max_depth,max_delta_step,subsample,colsample_bylevel,mean abs error,mean squared error,R2 score
80,0.05,5.0,2.0,0.1,0.1,0.0008302522069529499,2.2857095024775702e-06,0.9213447902081574
81,0.05,5.0,3.0,0.1,0.1,0.0008302522069529499,2.2857095024775702e-06,0.9213447902081574
82,0.05,5.0,4.0,0.1,0.1,0.0008302522069529499,2.2857095024775702e-06,0.9213447902081574
83,0.05,5.0,5.0,0.1,0.1,0.0008302522069529499,2.2857095024775702e-06,0.9213447902081574
84,0.05,5.0,0.0,0.3,0.1,0.0006905299889413949,1.8979337025891927e-06,0.9346888248981997
85,0.05,5.0,1.0,0.3,0.1,0.0006905299889413949,1.8979337025891927e-06,0.9346888248981997
86,0.05,5.0,2.0,0.3,0.1,0.0006905299889413949,1.8979337025891927e-06,0.9346888248981997
87,0.05,5.0,3.0,0.3,0.1,0.0006905299889413949,1.8979337025891927e-06,0.9346888248981997
88,0.05,5.0,4.0,0.3,0.1,0.0006905299889413949,1.8979337025891927e-06,0.9346888248981997
89,0.05,5.0,5.0,0.3,0.1,0.0006905299889413949,1.8979337025891927e-06,0.9346888248981997
90,0.05,5.0,0.0,0.4,0.1,0.000653043533626357,1.8878186586821646e-06,0.9350369010206022
91,0.05,5.0,1.0,0.4,0.1,0.000653043533626357,1.8878186586821646e-06,0.9350369010206022
92,0.05,5.0,2.0,0.4,0.1,0.000653043533626357,1.8878186586821646e-06,0.9350369010206022
93,0.05,5.0,3.0,0.4,0.1,0.000653043533626357,1.8878186586821646e-06,0.9350369010206022
94,0.05,5.0,4.0,0.4,0.1,0.000653043533626357,1.8878186586821646e-06,0.9350369010206022
95,0.05,5.0,5.0,0.4,0.1,0.000653043533626357,1.8878186586821646e-06,0.9350369010206022
96,0.05,5.0,0.0,0.5,0.1,0.0006523949278028405,1.8842527776700918e-06,0.9351596091419944
97,0.05,5.0,1.0,0.5,0.1,0.0006523949278028405,1.8842527776700918e-06,0.9351596091419944
98,0.05,5.0,2.0,0.5,0.1,0.0006523949278028405,1.8842527776700918e-06,0.9351596091419944
99,0.05,5.0,3.0,0.5,0.1,0.0006523949278028405,1.8842527776700918e-06,0.9351596091419944
100,0.05,5.0,4.0,0.5,0.1,0.0006523949278028405,1.8842527776700918e-06,0.9351596091419944
101,0.05,5.0,5.0,0.5,0.1,0.0006523949278028405,1.8842527776700918e-06,0.9351596091419944
102,0.05,5.0,0.0,0.6,0.1,0.0006753459823758996,1.9846959940348388e-06,0.9317031846721424
103,0.05,5.0,1.0,0.6,0.1,0.0006753459823758996,1.9846959940348388e-06,0.9317031846721424
104,0.05,5.0,2.0,0.6,0.1,0.0006753459823758996,1.9846959940348388e-06,0.9317031846721424
105,0.05,5.0,3.0,0.6,0.1,0.0006753459823758996,1.9846959940348388e-06,0.9317031846721424
106,0.05,5.0,4.0,0.6,0.1,0.0006753459823758996,1.9846959940348388e-06,0.9317031846721424
107,0.05,5.0,5.0,0.6,0.1,0.0006753459823758996,1.9846959940348388e-06,0.9317031846721424
108,0.05,6.0,0.0,0.1,0.1,0.0008307931674154193,2.2156359797341342e-06,0.9237561410934139
109,0.05,6.0,1.0,0.1,0.1,0.0008307931674154193,2.2156359797341342e-06,0.9237561410934139
110,0.05,6.0,2.0,0.1,0.1,0.0008307931674154193,2.2156359797341342e-06,0.9237561410934139
111,0.05,6.0,3.0,0.1,0.1,0.0008307931674154193,2.2156359797341342e-06,0.9237561410934139
112,0.05,6.0,4.0,0.1,0.1,0.0008307931674154193,2.2156359797341342e-06,0.9237561410934139
113,0.05,6.0,5.0,0.1,0.1,0.0008307931674154193,2.2156359797341342e-06,0.9237561410934139
114,0.05,6.0,0.0,0.1,0.1,0.0008307931674154193,2.2156359797341342e-06,0.9237561410934139
115,0.05,6.0,1.0,0.1,0.1,0.0008307931674154193,2.2156359797341342e-06,0.9237561410934139
116,0.05,6.0,2.0,0.1,0.1,0.0008307931674154193,2.2156359797341342e-06,0.9237561410934139
117,0.05,6.0,3.0,0.1,0.1,0.0008307931674154193,2.2156359797341342e-06,0.9237561410934139
118,0.05,6.0,4.0,0.1,0.1,0.0008307931674154193,2.2156359797341342e-06,0.9237561410934139
119,0.05,6.0,5.0,0.1,0.1,0.0008307931674154193,2.2156359797341342e-06,0.9237561410934139
120,0.05,6.0,0.0,0.3,0.1,0.0006558266991063182,1.8784627924592981e-06,0.9353588525283272
121,0.05,6.0,1.0,0.3,0.1,0.0006558266991063182,1.8784627924592981e-06,0.9353588525283272
122,0.05,6.0,2.0,0.3,0.1,0.0006558266991063182,1.8784627924592981e-06,0.9353588525283272
123,0.05,6.0,3.0,0.3,0.1,0.0006558266991063182,1.8784627924592981e-06,0.9353588525283272
124,0.05,6.0,4.0,0.3,0.1,0.0006558266991063182,1.8784627924592981e-06,0.9353588525283272
125,0.05,6.0,5.0,0.3,0.1,0.0006558266991063182,1.8784627924592981e-06,0.9353588525283272
126,0.05,6.0,0.0,0.4,0.1,0.0006554754345040586,1.915823409055103e-06,0.9340732092157757
127,0.05,6.0,1.0,0.4,0.1,0.0006554754345040586,1.915823409055103e-06,0.9340732092157757
128,0.05,6.0,2.0,0.4,0.1,0.0006554754345040586,1.915823409055103e-06,0.9340732092157757
129,0.05,6.0,3.0,0.4,0.1,0.0006554754345040586,1.915823409055103e-06,0.9340732092157757
130,0.05,6.0,4.0,0.4,0.1,0.0006554754345040586,1.915823409055103e-06,0.9340732092157757
131,0.05,6.0,5.0,0.4,0.1,0.0006554754345040586,1.915823409055103e-06,0.9340732092157757
132,0.05,6.0,0.0,0.5,0.1,0.000665409273850292,1.8790709213534406e-06,0.9353379257632691
133,0.05,6.0,1.0,0.5,0.1,0.000665409273850292,1.8790709213534406e-06,0.9353379257632691
134,0.05,6.0,2.0,0.5,0.1,0.000665409273850292,1.8790709213534406e-06,0.9353379257632691
135,0.05,6.0,3.0,0.5,0.1,0.000665409273850292,1.8790709213534406e-06,0.9353379257632691
136,0.05,6.0,4.0,0.5,0.1,0.000665409273850292,1.8790709213534406e-06,0.9353379257632691
137,0.05,6.0,5.0,0.5,0.1,0.000665409273850292,1.8790709213534406e-06,0.9353379257632691
138,0.05,6.0,0.0,0.6,0.1,0.0006479722794733569,1.9317323377034104e-06,0.9335257555174646
139,0.05,6.0,1.0,0.6,0.1,0.0006479722794733569,1.9317323377034104e-06,0.9335257555174646
140,0.05,6.0,2.0,0.6,0.1,0.0006479722794733569,1.9317323377034104e-06,0.9335257555174646
